name,type,img_url,relaxed,happy,euphoric,uplifted,sleepy,creative,energetic,focused,hungry,terpene_profile
Pink Bubba,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,77.0,37.0,37.0,22.0,52.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sour Blueberry,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,61.0,47.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Apollo 13,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,45.0,49.0,53.0,0.0,32.0,39.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Chiquita Banana,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,64.0,75.0,57.0,46.0,0.0,32.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
1024,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,35.0,48.0,0.0,48.0,0.0,29.0,40.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Mandarin Zkittlez,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,57.0,42.0,42.0,0.0,42.0,0.0,0.0,28.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sour Dream,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,68.0,67.0,61.0,0.0,44.0,55.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Viper,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,61.0,0.0,48.0,0.0,43.0,58.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Afgooey,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,44.0,43.0,50.0,25.0,34.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Holy Roller,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,33.0,55.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Rare Dankness #1,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,71.0,66.0,0.0,0.0,52.0,0.0,0.0,0.0,38.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Princess,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,0.0,100.0,33.0,33.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Purple Berry,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,71.0,54.0,49.0,0.0,50.0,0.0,0.0,0.0,42.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Boss OG,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,51.0,38.0,38.0,32.0,0.0,28.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Acid Dough,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,65.0,40.0,65.0,0.0,45.0,60.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Locktite,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,65.0,65.0,47.0,42.0,0.0,30.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
SAGE,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,46.0,59.0,54.0,52.0,0.0,36.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Platinum Garlic,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,28.0,50.0,14.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Rose Bud,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,68.0,42.0,0.0,31.0,31.0,36.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Candy Rain,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Squirt,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,60.0,0.0,40.0,0.0,0.0,60.0,40.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Point Break,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,28.0,0.0,28.0,14.0,14.0,28.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
GMO Zkittlez,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,66.0,16.0,0.0,0.0,66.0,0.0,0.0,0.0,16.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Aurora Indica,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,78.0,37.0,29.0,0.0,52.0,0.0,0.0,0.0,25.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Banana Cream Cake,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,100.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Pura Vida,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,40.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Trinity,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,60.0,48.0,62.0,0.0,37.0,40.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
S'mores,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,60.0,40.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
The Hog,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,60.0,44.0,54.0,26.0,53.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Biker Kush,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,64.0,57.0,0.0,42.0,0.0,35.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Purple Widow,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,90.0,61.0,48.0,0.0,0.0,0.0,0.0,0.0,45.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Purple Crack,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,60.0,64.0,44.0,47.0,0.0,0.0,0.0,36.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Hulkamania,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Bakerstreet,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,72.0,48.0,56.0,0.0,24.0,0.0,0.0,0.0,28.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Nepalese,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,58.0,69.0,56.0,51.0,0.0,35.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Darth Vader OG,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,65.0,34.0,39.0,0.0,50.0,0.0,0.0,0.0,30.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Blue Hawaiian,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,58.0,65.0,41.0,54.0,0.0,0.0,32.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Lucid Dream,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,58.0,53.0,58.0,0.0,47.0,54.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Blackberry Cream,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,65.0,60.0,35.0,42.0,0.0,0.0,0.0,0.0,30.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
White Lightning,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,71.0,68.0,53.0,51.0,0.0,31.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Cornbread,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,75.0,46.0,35.0,0.0,43.0,0.0,0.0,0.0,34.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Critical Bilbo,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,78.0,52.0,29.0,0.0,36.0,0.0,0.0,0.0,36.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Banana Puddintain,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,44.0,33.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sour Amnesia,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,69.0,55.0,65.0,0.0,48.0,48.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Critical Purple Kush,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,50.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Afternoon Delight,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,60.0,0.0,60.0,46.0,0.0,0.0,0.0,0.0,40.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Sunny D,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,52.0,82.0,0.0,70.0,0.0,0.0,41.0,47.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Deep Sleep,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,69.0,35.0,42.0,0.0,64.0,0.0,0.0,0.0,21.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Bordello,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,71.0,50.0,55.0,36.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Elephant,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,50.0,71.0,0.0,42.0,0.0,0.0,0.0,50.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Church OG,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,58.0,38.0,35.0,25.0,43.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Humboldt,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,59.0,56.0,62.0,46.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Mandarin TK,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,75.0,50.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Lemon Ice,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,35.0,52.0,47.0,0.0,0.0,52.0,41.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Quantum Kush,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,55.0,59.0,58.0,58.0,0.0,0.0,41.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Goo,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,69.0,43.0,39.0,0.0,50.0,0.0,0.0,0.0,37.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Strawberry Ice,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,58.0,50.0,47.0,0.0,0.0,43.0,60.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Blackberry Fire,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,43.0,68.0,0.0,37.0,0.0,0.0,0.0,37.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Lemon Cheesecake,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,14.0,28.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Purple Alien OG,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,65.0,48.0,50.0,35.0,28.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Outlaw,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,47.0,35.0,47.0,47.0,0.0,0.0,0.0,23.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Captain Crunch,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Death Star OG,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,53.0,41.0,52.0,28.0,45.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Dutch Haze,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,33.0,33.0,0.0,44.0,0.0,44.0,66.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Falcon 9,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,42.0,0.0,0.0,14.0,28.0,0.0,0.0,14.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
African,Sativa,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,0.0,53.0,50.0,36.0,0.0,36.0,46.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
SnowLAnd,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,71.0,53.0,53.0,40.0,0.0,0.0,0.0,37.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Green Kush,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,32.0,39.0,51.0,30.0,0.0,0.0,32.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Bonkers,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,57.0,42.0,57.0,28.0,28.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Head Cheese,Hybrid,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,59.0,57.0,65.0,50.0,0.0,35.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
Ray Charles,Indica,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z,78.0,43.0,37.0,21.0,58.0,0.0,0.0,0.0,0.0,https://wtsyxqoghnsuzhzzppip.supabase.co/storage/v1/object/public/cepas/cepanodisponible.png?t=2024-01-24T22%3A29%3A35.361Z
